energy_N,entropy_N,kurtosis_N,maximum_N,mean_N,meanAbsoluteDeviation_N,median_N,minimum_N,range_N,rootMeanSquare_N,skewness_N,standardDeviation_N,uniformity_N,variance_N,energy_P,entropy_P,kurtosis_P,maximum_P,mean_P,meanAbsoluteDeviation_P,median_P,minimum_P,range_P,rootMeanSquare_P,skewness_P,standardDeviation_P,uniformity_P,variance_P,compactness1,compactness2,sphericalDisproportion,sphericity,area,surfaceArea,surfaceVolumeRatio,volume,diameter,energy0_N,entropy0_N,inertia0_N,homogeneity0_N,correlation0_N,shade0_N,promenance0_N,variance0_N,idm0_N,energy135_N,entropy135_N,inertia135_N,homogeneity135_N,correlation135_N,shade135_N,promenance135_N,variance135_N,idm135_N,energy45_N,entropy45_N,inertia45_N,homogeneity45_N,correlation45_N,shade45_N,promenance45_N,variance45_N,idm45_N,energy90_N,entropy90_N,inertia90_N,homogeneity90_N,correlation90_N,shade90_N,promenance90_N,variance90_N,idm90_N,energy0_P,entropy0_P,inertia0_P,homogeneity0_P,correlation0_P,shade0_P,promenance0_P,variance0_P,idm0_P,energy135_P,entropy135_P,inertia135_P,homogeneity135_P,correlation135_P,shade135_P,promenance135_P,variance135_P,idm135_P,energy45_P,entropy45_P,inertia45_P,homogeneity45_P,correlation45_P,shade45_P,promenance45_P,variance45_P,idm45_P,energy90_P,entropy90_P,inertia90_P,homogeneity90_P,correlation90_P,shade90_P,promenance90_P,variance90_P,idm90_P,differenceends,sumvalues,sumsquares,sumlogs,amean,gmean,pvariance,svariance,sd,kurtosis,skewness,scm,diameter_mm,class
18719239,6.9532274978239,-0.77738831202517,255,188.495951417004,41.7251389139307,201,67,188,194.66174856986,-0.617911912885204,48.6545443865019,0.009875592125752,2367.26468945808,29267763,5.5310335311518,2.83514093043377,158,90.858414704193,9.1945307631173,89,60,98,91.6812194947327,1.08373749902644,12.2571461775817,0.026680910209922,150.237632418605,695.36366172261,37.5579574199019,0.298606560369961,0.006024096385542,166,555.91544872401,0.134685598377282,1232.5,17.4928556845359,-1265192792,-6891107.17912303,69116,523405.415873016,0.199999999882229,-9.93446355320883E+017,2.10212849038244E+022,11737337507980.4,80.4332989191312,-2058668496,-21369397.6919349,214172,1568139.3205822,0.128481643064801,-5.37402186852647E+019,3.40301838120548E+024,213207437180597,234.892107188021,-626721638,-43707607.1142135,431372,3134197.78823399,0.088459756811035,-6.52827897759628E+020,8.21990359741682E+025,1.30697682652918E+015,463.237136891612,195419794,-76118142.607805,666808,5352520.23555611,0.067076908414181,-4.41069884266386E+021,9.27149277101727E+026,5290315497280272,846.518815547084,-2014325056,-6855264.90028428,35448,521871.415873016,0.199999999992095,-2.09839306662684E+019,1.22738973266878E+024,89687353299296.4,1140.83840917109,-1887510796,-21260105.7638791,118596,1563223.62301587,0.128481643080541,-1.13512020209513E+021,1.98695268889303E+026,1.62916085208059E+015,3389.61579778886,-3980508436,-43487441.8555375,247896,3124120.68015873,0.088459756814606,-1.37892653521974E+022,4.79943324974016E+027,9.98687245094062E+015,6759.71729677371,-2951882940,-75739326.3635826,419764,5335254.86428572,0.067536912258422,-9.82351743980062E+022,5.81477361923125E+028,4.18481424455581E+016,11450.6069358927,153,54718,5809502,-9.22337203685478,93.3754266211604,0,1194.85564188284,1196.89813015956,34.5962155467843,-1.27838350726678,-0.005157833809412,700185.406143346,11.71875,1
18894899,6.73661323289245,0.103999414579381,255,200.211111111111,35.8016296296296,218,78,177,204.911357529163,-1.03246029640056,43.6854249989318,0.011881481481482,1908.41635733729,23085627,5.5233373314219,4.0544032624604,159,92.8607932875667,9.66505616676595,90,61,98,93.832760571784,1.59954894745929,13.4732794691118,0.028629137597085,181.529259652789,633.302807532357,47.7240834596502,0.275689865274784,0.006944444444444,144,522.326055970439,0.128285077951002,1122.5,15.52417469626,-670861604,-5055875.54482891,34354,392699.066475192,0.24999999986345,-5.62480615209388E+017,1.00605028005471E+022,7862043525918.75,83.8540501830688,-1492721780,-15690106.884784,108866,1176517.2261877,0.160602058644791,-3.04554030116439E+019,1.62914436450396E+024,143206372377411,265.538745882784,-1962088444,-32107094.2190111,226200,2351446.81293984,0.110574699073495,-3.71154409894971E+020,3.94209881675935E+025,882694678860470,529.210292647373,-1564672250,-56436394.5403274,365662,4048116.96214896,0.085426330870275,-2.68169441623408E+021,4.82780912868004E+026,3.76374280143725E+015,926.88926204806,1079218296,-5032051.72997445,18438,391794.015873016,0.249999999986796,-7.35511781166549E+018,3.09929166742591E+023,43637195094966.8,753.809184984963,2674773138,-15616586.3102544,67430,1173510.49206349,0.160602058669427,-3.98241419765987E+020,5.01882831120309E+025,794847345493641,2242.57863907,4282994508,-31958461.2740847,146044,2345205.21587302,0.110574699079568,-4.85329513442923E+021,1.21442381691658E+027,4899275855672594,4469.3401647418,6350834624,-56178553.8150625,257422,4037304.49285714,0.085774439081284,-3.62138722602876E+022,1.55349308804284E+028,2.13320387824782E+016,7613.3662080539,148,50141,5549885,2320.79967829124,96.9845261121857,89.0300748819235,1328.78892883733,1331.36410118003,36.4878623816199,-1.50799324948491,-0.085191302231706,686983.876208898,11.71875,1
67208110,6.44637803876717,1.78747670264113,255,214.816384180791,27.5772008362859,228,75,180,217.860860458629,-1.55014794342008,36.3071142352261,0.016548166235756,1318.20654408976,64746447,6.01858588535817,0.88765929197579,162,98.8189601494396,13.482999229229,95,60,102,100.39340967465,0.917487588201844,17.7115401187777,0.019415148516848,313.698653379073,1992.29446690301,51.4573426093607,0.268854647702643,0.003316749585406,301.5,1121.42379749173,0.085380530973451,3531.25,23.5372045918796,1642648148,-6879799.60225804,73156,523020.262223887,0.19999999998546,-2.49371916248011E+019,1.54500570112328E+024,100624794814192,337.106298354484,3739090806,-21334725.1240358,250720,1566856.85289433,0.128481643077963,-1.34897081065031E+021,2.50112343521741E+026,1827838266593083,1025.2696411588,5298643854,-43638048.2158059,514680,3131580.45322178,0.088459756813942,-1.63870895997443E+022,6.04139949631505E+027,1.12047791998566E+016,2069.88418448079,5208422954,-75996240.7895081,837140,5347913.20907426,0.067393659468461,-1.1481526337297E+023,7.15694628641049E+028,4.64439184827982E+016,3631.13437375965,1344879660,-6814862.17335116,96790,519320.5998557,0.19999999999456,-1.65856220607109E+020,1.93245348394211E+025,355872549428969,1912.61687453758,2077452912,-21138900.0288556,305026,1555455.49862915,0.128481643081417,-8.97194856974407E+021,3.12834102072787E+027,6464385497072178,5702.63960302355,18942890,-43244298.0696485,627688,3108436.26298701,0.088459756814831,-1.08989849119737E+023,7.5564274863936E+028,3.96271450737508E+016,11323.9337961708,1158701788,-75324414.9459036,1059394,5308646.22792208,0.067581138947211,-7.80467321026373E+023,9.21903123532408E+029,1.66611291780247E+017,19416.1405168403,166,99677,11571015,-9.22337203685478,103.506749740395,0,1301.94465849084,1303.29803131672,36.101219249725,-1.25032190445058,-0.337947065413666,1253772.70612669,17.96875,1
28150584,6.78063828907106,-0.9676124294347,255,185.613793103448,57.3352294887037,209,60,195,197.049211427344,-0.704062058891355,66.1963413686323,0.017523900118906,4381.9556105925,29496242,5.95160098446721,1.38029176610809,164,87.4416078218359,14.4500810053813,84,60,104,89.5037953731748,1.04105152791308,19.1048092621075,0.021106098904163,364.993736941508,1019.77267226257,41.0600033536417,0.289863594314875,0.004807692307692,208,717.57890290304,0.115076071922545,1807.5,19.6468827043885,-1036298424,-5051142.1227736,41128,392389.963572539,0.249999999924185,-1.78094492172454E+018,4.67746187988134E+022,16952381994643.5,118.040285255985,974833188,-15675902.1021549,127448,1175613.61708292,0.160602058655622,-9.64289150884916E+019,7.57443326162479E+024,308786020210092,349.651573051401,1473308564,-32078442.8872883,268460,2349629.13901654,0.110574699076044,-1.17516149998961E+021,1.83281267543288E+026,1.9032936345651E+015,694.697720331042,-590261258,-56386995.7048291,436136,4045210.68137696,0.085452591897054,-8.51137537012741E+021,2.25194551880935E+027,8128233967080234,1260.66449732963,-346958036,-5014222.83506459,43252,390341.662121212,0.249999999982047,-1.66676231895012E+019,9.22517263444669E+023,75285762643717,1074.18707772819,-184953124,-15563112.0772876,139936,1169168.92373737,0.160602058670132,-9.02465208078981E+020,1.49387545952603E+026,1.37132298420442E+015,3185.83959854704,1600202072,-31852279.8449319,287036,2336710.36190476,0.110574699079802,-1.09981779548136E+022,3.61478382049861E+027,8452553342524258,6397.6914451483,3311384552,-55997342.38906,489520,4023137.93059163,0.085772352664679,-8.20492387104162E+022,4.62282180066474E+028,3.67987854150271E+016,11086.7486232139,172,53819,6003741,-9.22337203685478,86.9450726979002,0,2139.65126409003,2143.11348296396,46.293773695433,-1.19843536290884,-0.163196698868424,1324444.13247173,13.359375,1
5354953,6.13948196226925,-0.928991141147481,255,190.956834532374,39.0488069975674,189,69,186,196.277461076453,-0.187153823327083,45.5550106223866,0.020340562082708,2075.25899280576,8289028,5.68868253248617,3.47549795219081,165,92.1808622502629,10.6452911927342,90,60,105,93.3601508715984,1.19693869795414,14.7998894623523,0.024277947503375,219.036728097847,195.350643303411,49.373267283924,0.272585475308267,0.015384615384615,65,238.457312982255,0.187725631768953,346.25,11.180339887499,-136245570,-3267606.254259,19252,261928.099669775,0.333333331260447,-1.00304987140087E+016,4.87480402153431E+019,515974108808,7.70115867564465,-1763310314,-10151578.3997737,61108,784758.628180153,0.214136090792034,-5.43936622305174E+017,7.8980870773736E+021,9441432551218.67,23.7215829849818,-1930329602,-20788340.739024,122032,1568488.50367688,0.147432940207173,-6.66421038625037E+018,1.91673886343913E+023,58727582334763.6,46.5368734160171,-116705462,-37213349.1184986,191916,2743722.65861916,0.117122280855076,-5.14596070250187E+019,2.52973965515223E+024,265373689443503,123.115374985826,-738116576,-3257697.47780979,10928,261535.651010101,0.333333333185779,-2.25868583870653E+017,3.09980864657149E+021,4114497308746,287.758222602661,-533339918,-10121264.7231387,36976,783461.552308802,0.214136091054042,-1.22484636703476E+019,5.0222655725964E+023,75288175754914,851.861656300039,-2001524496,-20727019.1629721,77144,1565799.93867244,0.147432940264418,-1.50065900598748E+020,1.21882318807102E+025,468307380629185,1674.42745021524,124716258,-37106053.4195936,132528,2739044.53867244,0.117767913153993,-1.21154163423947E+021,1.70889430232338E+026,2177853248227669,2832.4638369009,145,25960,2839866,1216.21695617676,94.7445255474453,84.6688711523265,1387.94933134424,1393.03339482902,37.3233625873797,-0.827776877563345,-0.342299760121508,380298.11678832,6.875,0
15154615,4.73019237872212,-0.664902446675845,255,220.698675496689,33.1909126792686,231.5,121,134,224.010813066827,-0.767857081643376,38.4425869308273,0.178632516117714,1477.83248993421,12871801,5.77191867398379,-0.194709718755274,149,105.758407079646,11.5121184117785,103,66,83,106.728507608245,0.471049426944208,14.3637129256471,0.021627378808051,206.316249010401,424.552661619687,48.7778916273391,0.273690039236934,0.009132420091324,109.5,400.087633095064,0.145514950166113,752.5,13.6014705087354,-512299508,-5058440.7915046,50042,392787.385803086,0.249999999669614,-2.62753513120563E+017,3.64648402935578E+021,4733286122193.75,25.5231731148495,-713698224,-15697813.4494777,157054,1176791.41290654,0.160602058623121,-1.42267375931795E+019,5.90492244100393E+023,86216354810661.9,71.5353486914627,230836446,-32122673.3181047,320836,2352013.06924187,0.110574699068963,-1.733786413136E+020,1.42883517652722E+025,531419910644451,130.107756773272,-532965298,-56463690.2045119,505714,4049178.17476135,0.085204360387514,-1.22756154430393E+021,1.70250574311714E+026,2236260250435532,247.402393595246,-1579544940,-5046915.86938584,41312,392074.500793651,0.249999999855762,-6.83244432878951E+017,1.30390036507057E+022,8950510490292,264.786130200616,-1827636022,-15662821.8947738,129684,1174549.19047619,0.160602058654545,-3.6994136522214E+019,2.11146698781794E+024,163032694523341,780.270455348884,-2144358078,-32052185.1810335,265212,2347440.71349206,0.110574699076392,-4.50840755985196E+020,5.10919210360723E+025,1.00490005838029E+015,1547.91218879098,-1854283202,-56342128.5467526,425568,4041742.57063492,0.086153111412127,-3.48593536459138E+021,6.85798698510052E+026,4.477901565313E+015,2660.61421862813,166,42108,5519256,1676.9105849865,118.614084507042,112.58311948399,1477.89895655624,1482.07381236572,38.4977117809062,-0.302876572172899,0.59317715491491,524654.129577464,9.140625,0
1897461,5.15665076463053,-1.29673687990864,255,166.868852459016,50.1117979037893,152,81,174,176.368699129939,0.278032197214294,57.5764637706057,0.044342918570277,3315.04918032787,2765336,5.18379113447966,4.67141556127155,144,88.4899135446686,8.19845692597728,87,65,79,89.2707567545351,1.60237632464495,11.7984904855735,0.034989078889452,139.204377738168,86.0389114910328,49.8767627264325,0.271665140425598,0.026666666666667,37.5,138.037585320117,0.245901639344262,152.5,7.61577310586391,-19393014,-1543590.45199693,1796,131016.418326118,0.499999990609924,-115523666039470,1.39551577536405E+017,23908219910,5.76525862987275,-366032838,-4805514.87022011,6044,392533.657359307,0.321204192259823,-6283948415869764,2.26334194359261E+019,441465856463,18.0241307934681,-1345941480,-9853921.07431727,13632,784560.648326673,0.221149446579061,-7.78077587093798E+016,5.52493631561913E+020,2796128871689.5,40.042894548519,-217057614,-18596896.0886476,25212,1437608.80094627,0.191922199174066,-8.05326991728623E+017,1.04604700796241E+022,15817533958530.8,77.7643427440145,-92647044,-1541308.99721461,890,130954.896031746,0.499999999455074,-2882664733804801,1.01757295412938E+019,204156274966.5,88.9044246056011,-749479094,-4798273.28763683,4702,392301.056349206,0.321204194168417,-1.56803556171856E+017,1.65036963417212E+021,3769750917716.25,259.514305860877,-2443292186,-9839062.65116342,11516,784041.588095238,0.221149447068455,-1.94153942770665E+018,4.02863899967992E+022,23876613216182.6,507.129587629789,-3322461794,-18569109.9986002,23542,1436661.93174603,0.191922199322478,-2.00953496609795E+019,7.62750118059055E+023,135068574743274,851.061890191704,145,14794,1577710,709.185775370288,93.0440251572327,86.5124120378233,1265.51378505597,1273.52336597405,35.6864591403245,-0.736570332000149,0.567667846703091,201216.691823899,6.015625,0
12007824,6.36221685988809,-0.552897688560281,245,195.311036789298,38.6774644578922,219,79,166,200.399467285455,-0.917060105269292,44.947772584755,0.015738078992405,2020.30226033086,12426820,5.53761526516948,2.42085946316055,149,88.7180816591057,10.1084058669827,86,60,89,89.7422679664033,1.3505411377554,13.5238743959766,0.02726548386731,182.895178678152,421.026476722513,24.227743506319,0.345590936615705,0.007272727272727,137.5,397.869230444835,0.184254606365159,746.25,16.2788205960997,-263979262,-3265106.87300123,28548,261771.806465756,0.333333332537615,-7.61546891386282E+016,7.27426834479542E+020,1993168405240,31.0880312268918,-2390528154,-10144072.7238599,86020,784291.611033411,0.214136090963547,-4.12973735886301E+018,1.17856650267164E+023,36471530070253.3,94.2192690735568,-3710400242,-20773098.9995001,176904,1567543.17392885,0.147432940243109,-5.05967745618846E+019,2.86019159512047E+024,226860148125708,190.935333781023,-4438051718,-37186719.5772086,282992,2742179.06768787,0.117781897514082,-4.08886498068636E+020,4.01554736333069E+025,1.05567267132965E+015,384.718564514666,-1451221372,-3247307.95478891,35794,260594.434126984,0.333333333157637,-1.03049278658689E+018,2.34559874354708E+022,11318169699665.7,401.712463927334,222879560,-10090467.4235924,109350,780683.315873016,0.21413609106258,-5.58818463728157E+019,3.8003055171261E+024,207102906285180,1214.72313239173,889137472,-20665261.0028573,224912,1560156.01031746,0.147432940266861,-6.8465399674734E+020,9.22273110042152E+025,1288221139675151,2415.87177569652,-1072295830,-37003210.6308545,360462,2730221.56507937,0.117413873568985,-5.39349661845199E+021,1.25072915667746E+027,5896700826802489,4147.92406471414,112,33116,3605998,1530.80433165906,97.6873156342185,91.4367060757806,1094.35060606851,1097.58832975511,33.1298706570839,-1.36961268648617,-0.129359330178921,370984.855457227,11.25,0
3016887,5.98435844094361,-1.39422053902927,255,165.683673469388,51.4591836734694,165.5,74,181,175.455296940531,-0.006334464959844,58.0331574150708,0.017284464806331,3367.84735956238,6096269,5.67266524437467,3.1420556653395,166,95.2381679389313,11.205901753977,93,60,106,96.4742500153825,1.23430012771657,15.4056686517606,0.025054484004429,237.334626607839,138.2264479692,82.473945481095,0.229735305822887,0.022988505747127,43.5,189.348345236653,0.177551020408163,245,9.05538513813742,-100625660,-3268321.14744625,14164,261985.390162615,0.333333329210942,-2256976398739916,6.67159726434032E+018,190881674035.333,4.2235300689329,-1589675244,-10153666.0464266,46836,784920.170712621,0.214136090541437,-1.22391929796492E+017,1.08092251097236E+021,3492804005655.78,16.1139348788742,-1427551868,-20792581.3359437,91100,1568824.54592075,0.147432940160638,-1.4995231703211E+018,2.62322529231993E+022,21725933379727.3,33.6140799641238,-3213251842,-37220778.5138479,143632,2744260.30900211,0.117149638737956,-1.16006371814017E+019,3.4709623012188E+023,98291847107137.1,82.1026399202907,-477233016,-3261908.55629394,5738,261786.380447331,0.333333333172659,-7.56297046988688E+016,7.20748345680187E+020,1983997706410.33,175.151774445633,783515786,-10133995.7379728,19846,784262.608658009,0.214136091042269,-4.10126840519226E+018,1.16774613762177E+023,36303722329290.8,516.466035943061,1672374200,-20752360.8428638,43420,1567380.65613276,0.147432940261002,-5.0247978289358E+019,2.83393231336753E+024,225816350817811,1025.85369424641,296664844,-37149367.876378,78066,2741618.32301587,0.117938366191058,-4.10536971952465E+020,4.03824624536241E+025,1.05826709819258E+015,1795.65558684864,163,22135,2406643,-9.22337203685478,96.2391304347827,0,1201.69499054821,1206.94256692615,34.7410789545481,-1.08412955046717,0.02173118986701,276389.847826087,6.328125,0
20493367,6.64646910867632,-1.27831985464122,255,184.783177570094,58.4294523539174,209,60,195,195.717548723932,-0.44281231998299,64.5625853868299,0.02267097563106,4168.3274318317,20704290,5.95421361074752,1.37173206183873,156,92.4228961982059,12.8803179982925,90,60,96,94.0436473324393,0.942132198244905,17.3880710258963,0.020180534538284,302.345014001613,754.603567995124,43.0522170105426,0.285321715412379,0.005970149253731,167.5,587.056613471956,0.125233644859813,1337.5,16.5529453572468,-796373652,-5054150.53075255,39644,392589.204922855,0.249999999863538,-6.97955976295783E+017,1.34146798728465E+022,9078534692856.5,65.0071151309359,-2081705612,-15685142.2480732,118336,1176219.80092963,0.160602058647268,-3.77906899994012E+019,2.17230197992771E+024,165364642911527,198.992276866114,-3649520212,-32097045.6936939,244884,2350848.92419247,0.110574699074073,-4.60548206894903E+020,5.25639670278236E+025,1.0192737093369E+015,400.431221913091,-5400812794,-56419480.6608091,390308,4047209.19102841,0.085468944915895,-3.34064397371458E+021,6.47159380169992E+026,4.35718166090568E+015,753.969052608246,1345449408,-5032332.37806228,30956,391613.534126984,0.249999999970538,-4.80066401885286E+018,1.75473425333734E+023,32834565968632.5,667.849118983963,-210162348,-15618060.959948,102020,1173033.63968254,0.160602058667737,-2.59931017188597E+020,2.84152344825362E+025,598078486516879,1961.51653459978,-119901738,-31962640.0877255,207280,2344458.18253968,0.110574699079237,-3.16773162803433E+021,6.87573580483313E+026,3.68643300549967E+015,3928.85298718032,-355461066,-56187804.1350271,339988,4036386.72222222,0.085870897335109,-2.3850606424437E+022,8.90328854651308E+027,1.61454761203714E+016,6851.33385492827,159,42764,4622500,-9.22337203685478,90.7940552016982,0,1570.66459310948,1574.00643266929,39.6737499194277,-0.83678034545797,-0.041363335974025,739783.023354565,11.25,0
4849312,6.14405800942124,-1.27462100021918,255,172.965034965035,55.0885617878625,185,60,195,184.150136375928,-0.282251290483079,63.4231721757655,0.024695584136144,4022.49876883679,7645939,5.57856407264555,3.34587244570566,161,89.5016077170418,9.90851349069318,88,60,101,90.5262629696236,1.1275004083094,13.589129064916,0.02624616738408,184.664428742945,200.992539138888,46.6713970348113,0.277747227842136,0.014814814814815,67.5,243.026728023241,0.189473684210526,356.25,10.4403065089106,-140435848,-3267448.8558014,10400,261953.223912199,0.333333331931728,-7162805713758033,3.11151110753457E+019,412225643620,18.2886881258385,-1777956934,-10151130.6350634,33744,784826.293287268,0.214136090832642,-3.88426581244289E+017,5.04122530404519E+021,7543015317353.33,50.3429843926009,-1973188164,-20787393.7028357,68556,1568625.69220224,0.147432940212536,-4.75893026756835E+018,1.22342440062959E+023,46919050753113.8,102.599256827112,-215960898,-37211871.5902736,112016,2743917.71577312,0.117325269500202,-3.72616064106075E+019,1.64545506890504E+024,213923971417017,196.137182247108,-672371528,-3259049.12096203,5254,261680.636580087,0.333333333250464,-1.78903842850378E+017,2.27171235134814E+021,3522297295809,260.884234998976,-213491480,-10125173.2321481,19762,783923.206565656,0.214136091057689,-9.70164677566705E+018,3.68059581130642E+023,64451941013247.7,770.375302365118,-1135376034,-20734555.4563608,44256,1566683.22510822,0.147432940264844,-1.18862773306646E+020,8.93221486483382E+024,400903852024830,1533.72137907454,-2311723564,-37118093.6632081,80810,2740425.57626263,0.117928447213745,-9.7045951268422E+020,1.2716053573286E+026,1.87795462274417E+015,2650.25043439189,160,25563,2861103,-9.22337203685478,93.9816176470589,0,1686.21657385381,1692.43877523334,41.1392607521494,-1.21918780851853,-0.115958816573237,458650.908088235,7.03125,0
7237527,6.29398093172617,-1.07849543825589,226,180.506976744186,28.499253650622,185,114,112,183.474565755229,-0.393947340009249,32.9422987138957,0.015035154137372,1085.19504455553,10849666,5.17821180075792,2.03816019591265,139,97.2773851590106,8.18728227347082,95,78,61,97.9005137918423,1.40752359644871,11.0330626445009,0.03566813170348,121.72847131748,301.136190218615,62.9300661917402,0.25140887450192,0.0125,80,318.20674651399,0.149882903981265,533.75,14.2126704035519,-193845316,-3266499.71902093,14476,261892.588517039,0.333333332436781,-2.29922367133946E+016,1.4733369613333E+020,897016381856,43.5154922232247,-2052944308,-10148226.0037809,46452,784647.595854146,0.214136090925626,-1.24682930394977E+018,2.38707932628401E+022,16413846294090.7,115.942907774337,-2746400124,-20781561.5788688,95492,1568258.04204129,0.147432940234044,-1.52759208814094E+019,5.79305809140905E+023,102097378233262,223.425145829378,-2121504390,-37201641.5207721,155148,2743282.38721834,0.11770711980444,-1.22807403527651E+020,8.07579513259844E+024,473505431827195,405.819749046345,-829560250,-3257514.70411013,8152,261699.682539683,0.333333333260711,-4.21468772989428E+017,7.12110927582807E+021,6236244950726,251.8504584375,-991981512,-10120509.0512016,28380,783955.734126984,0.214136091063576,-2.28555245312104E+019,1.15375192815458E+024,114112483463801,750.478799472215,963866112,-20725080.4235137,62716,1566719.62698413,0.147432940266364,-2.80021639045686E+020,2.79997061734723E+025,709802272331728,1490.51685550878,940095140,-37101716.4700894,113664,2740539.46031746,0.117893326157672,-2.28062693697889E+021,3.97278957479183E+026,3319649159806828,2472.92383287969,86,32502,3440010,1495.67593249417,99.0914634146341,95.5822945131419,668.717244199881,670.762251062878,25.8990781894429,-1.49810410721321,-0.012679811697116,219339.25609756,6.875,1
2347941,5.53749200111032,-0.820178084269147,215,168.9375,23.8640625,170.5,101,114,171.316264551852,-0.267984104385862,28.6291626789224,0.024375,819.628955696203,3160220,4.81326244286926,1.13754103150785,122,93.0110497237569,6.83761179451178,90,79,43,93.4338777037667,1.2305389410428,8.8911477967884,0.046457678337047,79.0525091443351,57.829432313645,11.4447557998131,0.443742633551591,0.021276595744681,47,105.917251231475,0.458536585365854,102.5,10.770329614269,-23584560,-1543429.6349022,1654,131024.12005772,0.499999995227004,-281729117855727,4.58088177480392E+017,43316607673.5,24.6894031558452,-390095024,-4804986.45585973,6226,392546.053102453,0.321204193007959,-1.53247509901033E+016,7.42958556268585E+019,799842232875.75,68.8947238396998,-1417034802,-9852846.77209579,13784,784569.482417582,0.221149446774536,-1.89750847749895E+017,1.81360081182934E+021,5065990804635.38,130.291112837254,-413502646,-18594976.0568077,25198,1437624.68715174,0.191922199232355,-1.96396197879797E+018,3.43372593439492E+022,28658007319659.2,225.781469115472,-100993460,-1541154.12009732,2010,130973.761904762,0.499999998978182,-3.81020959107836E+015,1.47606402350214E+019,245885293662.5,49.876340956341,-780700882,-4798081.33181072,6898,392392.714285714,0.321204194174718,-2.07257683932113E+017,2.3939819294676E+021,4540278335848.25,144.145446985447,-2527546086,-9838755.81121805,15324,784213.404761905,0.221149447071354,-2.5662617290625E+018,5.84383569110224E+022,28756931717088.6,297.780956340956,-3531362898,-18568902.6915193,29378,1436928.66666667,0.191922199323736,-2.65613595250153E+019,1.10642486565279E+024,162676244991831,541.893471933472,116,15058,1574818,696.937558810328,98.4183006535948,95.1207791142011,606.766201033791,610.758083935329,24.7135202659461,-0.950264367962228,-0.104675559365991,92835.22875817,6.83594,0
997439,5.16396670739271,-0.596300055074503,203,146.244444444444,22.5046913580247,143,102,101,148.88019045901,0.373268510848419,28.20554068357,0.030123456790124,795.552525252525,1709059,4.13444715594474,0.478994671868109,100,83.3755102040816,3.91999999999999,82,75,25,83.5209615630003,0.857559712623052,4.93708493222156,0.068854643898376,24.3748076279692,32.0882825642786,16.6656055598147,0.391495072655296,0.035714285714286,28,71.5206958036314,0.492307692307692,56.875,7.07106781186548,-14676758,-1543825.88992787,1356,131030.915945166,0.499999982995373,-31099542808644,2.42574696575893E+016,9967875259,6.65314917354521,-344580592,-4806191.51712282,4972,392573.636724387,0.321204191062586,-1691669894043780,3.93424002770119E+018,184057050947.5,18.8788162437346,-1285289606,-9855319.91137214,10364,784639.867965368,0.221149446358154,-2.0946232110055E+016,9.60368600133872E+019,1165769050550.75,38.2680652863927,-44092156,-18599523.5281433,18452,1437757.57157287,0.191922199112647,-2.16797994747052E+017,1.81828466437052E+021,6594685858170.38,72.4917867038275,-69636508,-1542156.38908695,1158,131015.857142857,0.499999998400186,-850498625218595,1.99865669845591E+018,90479262219.5,22.5467775467775,-633577506,-4800870.82183665,5070,392472.409523809,0.321204193967512,-4.62631691417124E+016,3.24155842795616E+020,1670701913048.75,77.5764950470833,-2114623286,-9844344.58266033,11536,784374.933333333,0.221149447022768,-5.72829908677935E+017,7.91281442837187E+021,10581787553807.9,162.485361379479,-2376186548,-18579132.5003472,22102,1437208.77142857,0.191922199309159,-5.92891246053505E+018,1.49814866370657E+023,59860540096751.4,302.292307692308,83,12670,1174674,646.293473595224,86.7808219178082,83.6521916529981,514.80127603678,518.35162966462,22.7673369032177,-1.05791352797545,-0.005226730157007,75160.9863013698,4.785158,0
1961738,5.69869048817768,-0.37439016301699,221,149.714285714286,24.8945578231292,143,90,131,152.820233639148,0.558942321517321,30.8379251050529,0.021258503401361,950.977624784854,3979131,4.43505292615462,0.587763037937349,103,83.5467372134039,4.83074693068815,82,72,31,83.7727146800659,0.985342214954701,6.15444788219935,0.056253868717126,37.8772287347081,59.2399062725144,31.7244586863879,0.315889550490429,0.029411764705882,34,107.632556845308,0.323809523809524,105,9.48683298050514,-79667842,-3268853.38385064,5482,262024.170923521,0.333333330383537,-897826364535658,1.95186723997218E+018,103246290401,7.679134749522,-1470410314,-10155415.8921128,16734,785053.089033189,0.214136090642934,-4.86875715757311E+016,3.16238690689E+020,1889228274442.33,26.43776624884,-1123296502,-20795878.0511655,35588,1569077.74352314,0.147432940165558,-5.96511074621725E+017,7.67460498612259E+021,11751374411676.4,54.3000750206476,-2561101882,-37226157.969876,60210,2744657.91648352,0.117375896951395,-4.68686296881613E+018,1.03709294234922E+023,53700019795953.2,111.563373412348,-439576902,-3263225.41141109,5196,261866.438095238,0.333333333070607,-3.11687857828399E+016,2.21048188712359E+020,1098734644541.33,110.388735279058,961052036,-10137930.1710026,18396,784476.838095238,0.214136091028319,-1.69022947674005E+018,3.58139105688167E+022,20104941300356.4,324.75673716964,2175386628,-20760391.2944522,39864,1567820.38095238,0.147432940258048,-2.07083774215912E+019,8.69146085246204E+023,125056721082407,638.008586395683,1620841738,-37163897.2845623,69916,2742445.61904762,0.117986049237181,-1.69759299866425E+020,1.24414120788141E+025,587334519246487,1071.8073181299,92,21471,2110485,1045.3528503909,92.1502145922747,88.8094372893839,566.213487078414,568.654062453752,23.8464685530951,-0.946702629913894,-0.141958736915469,131927.742489271,6.152346,0
